model_name,battery_power,battery_capacity,wind_turbines,wind_capacity,solar_panels,solar_capacity,total_demand_capacity,excess_capacity,shortcoming_capacity,demand_met_by_renewables_capacity
P20_C5_T15_S2000,20,5,15,34.5,2000,8.0,44.82345,76.57382505731445,6.854305615032388,84.70821497445559
P20_C5_T15_S4000,20,5,15,34.5,4000,16.0,44.82345,86.08673626499287,5.649125610555333,87.3969415327126
P20_C5_T15_S6000,20,5,15,34.5,6000,24.0,44.82345,96.44964198616039,5.280782727474512,88.21870532617523
P20_C5_T15_S8000,20,5,15,34.5,8000,32.0,44.82345,106.99932262497961,5.096671597859853,88.62945266850308
P20_C10_T0_S0,20,10,0,0.0,0,0.0,44.82345,0.0,44.82345,0.0
P20_C10_T0_S1000,20,10,0,0.0,1000,4.0,44.82345,0.0,39.45806373130009,11.970043066073465
P20_C10_T0_S2000,20,10,0,0.0,2000,8.0,44.82345,0.0,34.09487406296351,23.935185571473173
P20_C10_T0_S4000,20,10,0,0.0,4000,16.0,44.82345,2.08953418063825,25.789099138165813,42.46516245812
P20_C10_T0_S6000,20,10,0,0.0,6000,24.0,44.82345,10.834142890896102,23.842768141351055,46.80737841163264
P20_C10_T0_S8000,20,10,0,0.0,8000,32.0,44.82345,20.567271799111946,22.857940333046823,49.00450471115717
P20_C10_T5_S0,20,10,5,11.5,0,0.0,44.82345,6.067451172651114,16.42926282199974,63.3467240428844
P20_C10_T5_S1000,20,10,5,11.5,1000,4.0,44.82345,8.40869546840476,13.404247839434436,70.09545708901382
P20_C10_T5_S2000,20,10,5,11.5,2000,8.0,44.82345,11.37913441799598,11.03009079080405,75.39214230318272
P20_C10_T5_S4000,20,10,5,11.5,4000,16.0,44.82345,19.579510023575278,8.582601963008988,80.85242888932247
P20_C10_T5_S6000,20,10,5,11.5,6000,24.0,44.82345,29.661532915531104,7.9419933329890675,82.2816107796498
P20_C10_T5_S8000,20,10,5,11.5,8000,32.0,44.82345,40.0704272226422,7.619907462376269,83.00017633096901
P20_C10_T7_S0,20,10,7,16.099999999999998,0,0.0,44.82345,16.916864813594476,13.427470662168917,70.04364755017984
P20_C10_T7_S1000,20,10,7,16.099999999999998,1000,4.0,44.82345,19.911296975678106,11.047760825376526,75.35272089636892
P20_C10_T7_S2000,20,10,7,16.099999999999998,2000,8.0,44.82345,23.386623860727635,9.168344592590033,79.54565167877522
P20_C10_T7_S4000,20,10,7,16.099999999999998,4000,16.0,44.82345,32.061362011150365,7.172056369878687,83.9993209583852
P20_C10_T7_S6000,20,10,7,16.099999999999998,6000,24.0,44.82345,42.25047797223047,6.636404691909081,85.19434650409757
P20_C10_T7_S8000,20,10,7,16.099999999999998,8000,32.0,44.82345,52.71206722938291,6.366324099273791,85.79688957616204
P20_C10_T10_S0,20,10,10,23.0,0,0.0,44.82345,35.39189900370434,11.107331670332817,75.21981982570995
P20_C10_T10_S1000,20,10,10,23.0,1000,4.0,44.82345,38.84044033128894,9.185502110646269,79.50737368353782
P20_C10_T10_S2000,20,10,10,23.0,2000,8.0,44.82345,42.64706905478287,7.634696009715854,82.96718345036838
P20_C10_T10_S4000,20,10,10,23.0,4000,16.0,44.82345,51.71170727434092,6.010214291732961,86.59136168292945
P20_C10_T10_S6000,20,10,10,23.0,6000,24.0,44.82345,61.96725591085114,5.540267837631182,87.63980051149302
P20_C10_T10_S8000,20,10,10,23.0,8000,32.0,44.82345,72.46809691302161,5.309465832821148,88.15471403289763
P20_C10_T12_S0,20,10,12,27.599999999999998,0,0.0,44.82345,48.25646906745338,10.115370119880724,77.43286132620152
P20_C10_T12_S1000,20,10,12,27.599999999999998,1000,4.0,44.82345,51.87500041025954,8.366039206814957,81.33557500189085
P20_C10_T12_S2000,20,10,12,27.599999999999998,2000,8.0,44.82345,55.83288528397683,6.963962108709258,84.46357406957907
P20_C10_T12_S4000,20,10,12,27.599999999999998,4000,16.0,44.82345,65.04691578357819,5.481686350253614,87.77049435004754
P20_C10_T12_S6000,20,10,12,27.599999999999998,6000,24.0,44.82345,75.33397195818866,5.042684346001112,88.7498968820983
P20_C10_T12_S8000,20,10,12,27.599999999999998,8000,32.0,44.82345,85.85945605772915,4.83520440447733,89.21277946147089
P20_C10_T15_S0,20,10,15,34.5,0,0.0,44.82345,67.9714646968654,9.048879599528846,79.81217510136135
P20_C10_T15_S1000,20,10,15,34.5,1000,4.0,44.82345,71.78418999304493,7.4947065951328975,83.27949634592406
P20_C10_T15_S2000,20,10,15,34.5,2000,8.0,44.82345,75.88705883931169,6.235870732733889,86.08792778616129
P20_C10_T15_S4000,20,10,15,34.5,4000,16.0,44.82345,85.24322751485971,4.889446038677101,89.09176772721176
P20_C10_T15_S6000,20,10,15,34.5,6000,24.0,44.82345,95.57504955474124,4.493222905168119,89.97573166463509
P20_C10_T15_S8000,20,10,15,34.5,8000,32.0,44.82345,106.11853998056411,4.303513551813716,90.39896850462489
P20_C25_T0_S0,20,25,0,0.0,0,0.0,44.82345,0.0,44.82345,0.0
P20_C25_T0_S1000,20,25,0,0.0,1000,4.0,44.82345,0.0,39.45806373130009,11.970043066073465
P20_C25_T0_S2000,20,25,0,0.0,2000,8.0,44.82345,0.0,34.09487406296351,23.935185571473173
P20_C25_T0_S4000,20,25,0,0.0,4000,16.0,44.82345,0.04862400075927519,23.952623415756214,46.562294031904706
P20_C25_T0_S6000,20,25,0,0.0,6000,24.0,44.82345,5.899898720057497,19.401759055639854,56.71515901689885
P20_C25_T0_S8000,20,25,0,0.0,8000,32.0,44.82345,15.302493624608175,18.12028737721297,59.57409039863516
P20_C25_T5_S0,20,25,5,11.5,0,0.0,44.82345,4.802581923725788,15.290858110779135,65.88647658585153
P20_C25_T5_S1000,20,25,5,11.5,1000,4.0,44.82345,7.0259719038615875,12.160314511235997,72.87064134680396
P20_C25_T5_S2000,20,25,5,11.5,2000,8.0,44.82345,9.878126949245967,9.67947026937397,78.4053430305477
P20_C25_T5_S4000,20,25,5,11.5,4000,16.0,44.82345,17.202024594474725,6.4433421811136125,85.62506415478146
P20_C25_T5_S6000,20,25,5,11.5,6000,24.0,44.82345,26.830125962464052,5.393630341452187,87.96694511142675
P20_C25_T5_S8000,20,25,5,11.5,8000,32.0,44.82345,37.17860950239559,5.01746295348563,88.80616518031158
P20_C25_T7_S0,20,25,7,16.099999999999998,0,0.0,44.82345,15.443541895635096,12.101504291343224,73.00184548190016
P20_C25_T7_S1000,20,25,7,16.099999999999998,1000,4.0,44.82345,18.498362663478293,9.77592513412791,78.19015463082847
P20_C25_T7_S2000,20,25,7,16.099999999999998,2000,8.0,44.82345,21.908978005233628,7.838721727969862,82.5120071570353
P20_C25_T7_S4000,20,25,7,16.099999999999998,4000,16.0,44.82345,29.940141644507396,5.263328763379282,88.25764468513852
P20_C25_T7_S6000,20,25,7,16.099999999999998,6000,24.0,44.82345,39.82790968325609,4.456161924445352,90.05841378910961
P20_C25_T7_S8000,20,25,7,16.099999999999998,8000,32.0,44.82345,50.23268034783714,4.134934559248286,90.77506403623931
P20_C25_T10_S0,20,25,10,23.0,0,0.0,44.82345,33.86488804828999,9.733455921114611,78.2849023867761
P20_C25_T10_S1000,20,25,10,23.0,1000,4.0,44.82345,37.37197506202637,7.864173863605601,82.45522407667059
P20_C25_T10_S2000,20,25,10,23.0,2000,8.0,44.82345,41.171993801154706,6.3070993222414335,85.92901857790636
P20_C25_T10_S4000,20,25,10,23.0,4000,16.0,44.82345,49.747678132933494,4.242675581632602,90.5346965000851
P20_C25_T10_S6000,20,25,10,23.0,6000,24.0,44.82345,59.80174098278002,3.5914857026275775,91.98748489322536
P20_C25_T10_S8000,20,25,10,23.0,8000,32.0,44.82345,70.25616809203461,3.3188201040472007,92.59579504913789
P20_C25_T12_S0,20,25,12,27.599999999999998,0,0.0,44.82345,46.721617230187654,8.734154020765184,80.51432002497536
P20_C25_T12_S1000,20,25,12,27.599999999999998,1000,4.0,44.82345,50.4183802770717,7.055039954665098,84.26038166480916
P20_C25_T12_S2000,20,25,12,27.599999999999998,2000,8.0,44.82345,54.359412233387424,5.637788021512834,87.42223541134643
P20_C25_T12_S4000,20,25,12,27.599999999999998,4000,16.0,44.82345,63.15331145668735,3.7773591689234274,91.5728058216772
P20_C25_T12_S6000,20,25,12,27.599999999999998,6000,24.0,44.82345,73.2796653207727,3.193838234875892,92.87462648485136
P20_C25_T12_S8000,20,25,12,27.599999999999998,8000,32.0,44.82345,83.77296623687947,2.9574835396201196,93.40192792027361
P20_C25_T15_S0,20,25,15,34.5,0,0.0,44.82345,66.40243882200302,7.6370147906572745,82.96201030786949
P20_C25_T15_S1000,20,25,15,34.5,1000,4.0,44.82345,70.27983289689173,6.141068642411595,86.29942888730878
P20_C25_T15_S2000,20,25,15,34.5,2000,8.0,44.82345,74.37945059792322,4.879365629343984,89.11425686924147
P20_C25_T15_S4000,20,25,15,34.5,4000,16.0,44.82345,83.42159705841823,3.2500558744602883,92.74920633181898
P20_C25_T15_S6000,20,25,15,34.5,6000,24.0,44.82345,93.63594531857463,2.748371165538177,93.86845241600507
P20_C25_T15_S8000,20,25,15,34.5,8000,32.0,44.82345,104.17139601515082,2.5513450919526814,94.30801267650598
P20_C50_T0_S0,20,50,0,0.0,0,0.0,44.82345,0.0,44.82345,0.0
P20_C50_T0_S1000,20,50,0,0.0,1000,4.0,44.82345,0.0,39.45806373130009,11.970043066073465
P20_C50_T0_S2000,20,50,0,0.0,2000,8.0,44.82345,0.0,34.09487406296351,23.935185571473173
P20_C50_T0_S4000,20,50,0,0.0,4000,16.0,44.82345,0.0,23.908836749089552,46.659980994123494
P20_C50_T0_S6000,20,50,0,0.0,6000,24.0,44.82345,0.34763579348118046,14.405173829394544,67.86241614736362
P20_C50_T0_S8000,20,50,0,0.0,8000,32.0,44.82345,7.25771619559391,10.880452163006623,75.72598235297234
P20_C50_T5_S0,20,50,5,11.5,0,0.0,44.82345,3.5192059289827715,14.136279418899425,68.46231287663171
P20_C50_T5_S1000,20,50,5,11.5,1000,4.0,44.82345,5.565457377771369,10.846043777097966,75.80274660451623
P20_C50_T5_S2000,20,50,5,11.5,2000,8.0,44.82345,8.245864407366993,8.210842530531925,81.68181491935154
P20_C50_T5_S4000,20,50,5,11.5,4000,16.0,44.82345,15.22628264926413,4.665499975637633,89.59138581336859
P20_C50_T5_S6000,20,50,5,11.5,6000,24.0,44.82345,24.019627053653956,2.8645106408342933,93.60934814068463
P20_C50_T5_S8000,20,50,5,11.5,8000,32.0,44.82345,34.13566693349038,2.279164092192615,94.91524170452605
P20_C50_T7_S0,20,50,7,16.099999999999998,0,0.0,44.82345,13.592805147812479,10.436349465157678,76.7167644053332
P20_C50_T7_S1000,20,50,7,16.099999999999998,1000,4.0,44.82345,16.71871262341274,8.175073306080419,81.76161516777397
P20_C50_T7_S2000,20,50,7,16.099999999999998,2000,8.0,44.82345,20.150286425107687,6.256194659128025,86.04258561282538
P20_C50_T7_S4000,20,50,7,16.099999999999998,4000,16.0,44.82345,28.062001564920447,3.5736153233880743,92.02735326399892
P20_C50_T7_S6000,20,50,7,16.099999999999998,6000,24.0,44.82345,37.46158812777192,2.3272469953353534,94.80796994578652
P20_C50_T7_S8000,20,50,7,16.099999999999998,8000,32.0,44.82345,47.69416995081694,1.8508925843154211,95.8707047665554
P20_C50_T10_S0,20,50,10,23.0,0,0.0,44.82345,31.93372192094493,7.9957869088899045,82.16159865229048
P20_C50_T10_S1000,20,50,10,23.0,1000,4.0,44.82345,35.50665294881582,6.185580717674892,86.20012355658724
P20_C50_T10_S2000,20,50,10,23.0,2000,8.0,44.82345,39.37505232072934,4.690256539787226,89.5361545356566
P20_C50_T10_S4000,20,50,10,23.0,4000,16.0,44.82345,48.04501453251248,2.710618842462529,93.95267690804138
P20_C50_T10_S6000,20,50,10,23.0,6000,24.0,44.82345,57.819443877065204,1.8076815829162785,95.9671074339073
P20_C50_T10_S8000,20,50,10,23.0,8000,32.0,44.82345,68.17300411224683,1.4444176090098633,96.77754030756253
P20_C50_T12_S0,20,50,12,27.599999999999998,0,0.0,44.82345,44.77495245609849,6.9823100827863325,84.42264019662402
P20_C50_T12_S1000,20,50,12,27.599999999999998,1000,4.0,44.82345,48.56377693998224,5.386369583964095,87.98314368045277
P20_C50_T12_S2000,20,50,12,27.599999999999998,2000,8.0,44.82345,52.62446512614442,4.076652941935556,90.90508887215162
P20_C50_T12_S4000,20,50,12,27.599999999999998,4000,16.0,44.82345,61.56427373996015,2.347568550791722,94.76263306195368
P20_C50_T12_S6000,20,50,12,27.599999999999998,6000,24.0,44.82345,71.4701980449414,1.5657465049409853,96.50685856411994
P20_C50_T12_S8000,20,50,12,27.599999999999998,8000,32.0,44.82345,81.90960304336396,1.2808604052019326,97.14243235359632
P20_C50_T15_S0,20,50,15,34.5,0,0.0,44.82345,64.48603825306785,5.9127549669559185,86.80879100793018
P20_C50_T15_S1000,20,50,15,34.5,1000,4.0,44.82345,68.49782411246996,4.537378866986595,89.87722081413503
P20_C50_T15_S2000,20,50,15,34.5,2000,8.0,44.82345,72.76215716421191,3.4239174602700526,92.36132546631272
P20_C50_T15_S4000,20,50,15,34.5,4000,16.0,44.82345,81.94051067858126,1.9174804811709534,95.72214882796627
P20_C50_T15_S6000,20,50,15,34.5,6000,24.0,44.82345,92.02289776002534,1.2972032587599405,97.10597185455394
P20_C50_T15_S8000,20,50,15,34.5,8000,32.0,44.82345,102.53219498725129,1.0766088821886484,97.59811241172054
P20_C100_T0_S0,20,100,0,0.0,0,0.0,44.82345,0.0,44.82345,0.0
P20_C100_T0_S1000,20,100,0,0.0,1000,4.0,44.82345,0.0,39.45806373130009,11.970043066073465
P20_C100_T0_S2000,20,100,0,0.0,2000,8.0,44.82345,0.0,34.09487406296351,23.935185571473173
P20_C100_T0_S4000,20,100,0,0.0,4000,16.0,44.82345,0.0,23.908836749089552,46.659980994123494
P20_C100_T0_S6000,20,100,0,0.0,6000,24.0,44.82345,0.0,14.092365277144076,68.56028423259684
P20_C100_T0_S8000,20,100,0,0.0,8000,32.0,44.82345,1.7396379448383261,5.913795725864441,86.80646910073982
P20_C100_T5_S0,20,100,5,11.5,0,0.0,44.82345,2.2274796754563653,12.973765170432252,71.05585319641337
P20_C100_T5_S1000,20,100,5,11.5,1000,4.0,44.82345,3.939092328356266,9.382228952165542,79.06848100232013
P20_C100_T5_S2000,20,100,5,11.5,2000,8.0,44.82345,6.268605489627087,6.430816236557834,85.65300922495294
P20_C100_T5_S4000,20,100,5,11.5,4000,16.0,44.82345,13.37196768413682,2.9967035943085194,93.31442895558347
P20_C100_T5_S6000,20,100,5,11.5,6000,24.0,44.82345,22.585838180304176,1.5742437868798806,96.48790133985698
P20_C100_T5_S8000,20,100,5,11.5,8000,32.0,44.82345,32.88477744689614,1.1533099370184423,97.42699426969936
P20_C100_T7_S0,20,100,7,16.099999999999998,0,0.0,44.82345,11.130993070416565,8.221043621243023,81.65905654017479
P20_C100_T7_S1000,20,100,7,16.099999999999998,1000,4.0,44.82345,14.336233550753716,6.0311022265646015,86.54476122082391
P20_C100_T7_S2000,20,100,7,16.099999999999998,2000,8.0,44.82345,17.934436562172895,4.262202295827851,90.49113288729927
P20_C100_T7_S4000,20,100,7,16.099999999999998,4000,16.0,44.82345,26.455035666425047,2.1275145120052574,95.25356813898695
P20_C100_T7_S6000,20,100,7,16.099999999999998,6000,24.0,44.82345,36.31184197782461,1.2924544638903934,97.11656629757327
P20_C100_T7_S8000,20,100,7,16.099999999999998,8000,32.0,44.82345,46.678143316276625,0.9364168809507937,97.91087727305508
P20_C100_T10_S0,20,100,10,23.0,0,0.0,44.82345,29.384672208868228,5.701616621696988,87.27983539487258
P20_C100_T10_S1000,20,100,10,23.0,1000,4.0,44.82345,33.214737026493935,4.1231608379170215,90.80133091514146
P20_C100_T10_S2000,20,100,10,23.0,2000,8.0,44.82345,37.40625351706953,2.9185066599240965,93.4888843676154
P20_C100_T10_S4000,20,100,10,23.0,4000,16.0,44.82345,46.75071188202327,1.5455683804633866,96.55187545701327
P20_C100_T10_S6000,20,100,10,23.0,6000,24.0,44.82345,56.89936115555873,0.9795063530511434,97.81474573454042
P20_C100_T10_S8000,20,100,10,23.0,8000,32.0,44.82345,67.30523398089605,0.6633350293132151,98.52011607916567
P20_C100_T12_S0,20,100,12,27.599999999999998,0,0.0,44.82345,42.280769864744386,4.737617581936206,89.43049323080618
P20_C100_T12_S1000,20,100,12,27.599999999999998,1000,4.0,44.82345,46.36628544254062,3.4084687373611753,92.39579118215761
P20_C100_T12_S2000,20,100,12,27.599999999999998,2000,8.0,44.82345,50.80279091647466,2.4373214971070496,94.56239647526674
P20_C100_T12_S4000,20,100,12,27.599999999999998,4000,16.0,44.82345,60.4160739317866,1.3140646981766624,97.06835440338337
P20_C100_T12_S6000,20,100,12,27.599999999999998,6000,24.0,44.82345,70.62859237137154,0.8082438787247308,98.19682804709426
P20_C100_T12_S8000,20,100,12,27.599999999999998,8000,32.0,44.82345,81.0790288375566,0.5331966648346987,98.81045152741545
P20_C100_T15_S0,20,100,15,34.5,0,0.0,44.82345,62.05037283810375,3.720550062058864,91.69954552347295
P20_C100_T15_S1000,20,100,15,34.5,1000,4.0,44.82345,66.44823545436147,2.6927736400582636,93.9924891099229
P20_C100_T15_S2000,20,100,15,34.5,2000,8.0,44.82345,71.10806975237018,1.9355072114664669,95.68193164188284
P20_C100_T15_S4000,20,100,15,34.5,4000,16.0,44.82345,80.95480325165084,1.030249367123758,97.7015393346033
P20_C100_T15_S6000,20,100,15,34.5,6000,24.0,44.82345,91.21771800019962,0.5726306245897754,98.72247534585183
P20_C100_T15_S8000,20,100,15,34.5,8000,32.0,44.82345,101.75690099479463,0.3787632771330354,99.1549885670714
P20_C200_T0_S0,20,200,0,0.0,0,0.0,44.82345,0.0,44.82345,0.0
P20_C200_T0_S1000,20,200,0,0.0,1000,4.0,44.82345,0.0,39.45806373130009,11.970043066073465
P20_C200_T0_S2000,20,200,0,0.0,2000,8.0,44.82345,0.0,34.09487406296351,23.935185571473173
P20_C200_T0_S4000,20,200,0,0.0,4000,16.0,44.82345,0.0,23.908836749089552,46.659980994123494
P20_C200_T0_S6000,20,200,0,0.0,6000,24.0,44.82345,0.0,14.092365277144076,68.56028423259684
P20_C200_T0_S8000,20,200,0,0.0,8000,32.0,44.82345,1.2662608813919398,5.487581035406566,87.75734345436024
P20_C200_T5_S0,20,200,5,11.5,0,0.0,44.82345,1.1078216305893245,11.966432439520135,73.30318741747872
P20_C200_T5_S1000,20,200,5,11.5,1000,4.0,44.82345,2.6239596114442545,8.19874273273045,81.70880926673327
P20_C200_T5_S2000,20,200,5,11.5,2000,8.0,44.82345,4.846221672963125,5.150819045959294,88.50865106108678
P20_C200_T5_S4000,20,200,5,11.5,4000,16.0,44.82345,12.06284648608721,1.8387259466528483,95.89784823200166
P20_C200_T5_S6000,20,200,5,11.5,6000,24.0,44.82345,21.831279436512737,0.944853620023655,97.89205511841757
P20_C200_T5_S8000,20,200,5,11.5,8000,32.0,44.82345,32.26577935003799,0.6467090449702133,98.55720823593406
P20_C200_T7_S0,20,200,7,16.099999999999998,0,0.0,44.82345,8.691123681331897,6.026025715711471,86.5560867900363
P20_C200_T7_S1000,20,200,7,16.099999999999998,1000,4.0,44.82345,12.110762923640287,4.028230143775193,91.01311892820567
P20_C200_T7_S2000,20,200,7,16.099999999999998,2000,8.0,44.82345,15.97543337990933,2.5073205198935873,94.40623039972695
P20_C200_T7_S4000,20,200,7,16.099999999999998,4000,16.0,44.82345,25.389755912785446,1.2069704856999308,97.30727892275152
P20_C200_T7_S6000,20,200,7,16.099999999999998,6000,24.0,44.82345,35.62700527389292,0.7333226120653471,98.36397552605757
P20_C200_T7_S8000,20,200,7,16.099999999999998,8000,32.0,44.82345,46.140923972520625,0.5101070636597926,98.86196385226975
P20_C200_T10_S0,20,200,10,23.0,0,0.0,44.82345,26.73566695764957,3.317201292591733,92.59940657715609
P20_C200_T10_S1000,20,200,10,23.0,1000,4.0,44.82345,31.107266310326427,2.2338933793239013,95.01623953684087
P20_C200_T10_S2000,20,200,10,23.0,2000,8.0,44.82345,35.986347541791076,1.6641190709745657,96.2873918206328
P20_C200_T10_S4000,20,200,10,23.0,4000,16.0,44.82345,45.87839287391046,0.8140690482706232,98.18383223899406
P20_C200_T10_S6000,20,200,10,23.0,6000,24.0,44.82345,56.272172553693025,0.48202908082562823,98.924605132301
P20_C200_T10_S8000,20,200,10,23.0,8000,32.0,44.82345,66.8724416174236,0.34088656234843345,99.23949057391069
P20_C200_T12_S0,20,200,12,27.599999999999998,0,0.0,44.82345,39.89773303433463,2.5930832723301482,94.21489583615241
P20_C200_T12_S1000,20,200,12,27.599999999999998,1000,4.0,44.82345,44.64892353308803,1.8794838917718388,95.80691827208338
P20_C200_T12_S2000,20,200,12,27.599999999999998,2000,8.0,44.82345,49.545861038326244,1.338589402351208,97.01364039949802
P20_C200_T12_S4000,20,200,12,27.599999999999998,4000,16.0,44.82345,59.611991780961304,0.6528831028597128,98.54343406663317
P20_C200_T12_S6000,20,200,12,27.599999999999998,6000,24.0,44.82345,70.08764533723605,0.39483331393849275,99.11913671540567
P20_C200_T12_S8000,20,200,12,27.599999999999998,8000,32.0,44.82345,80.71335294394892,0.2775370282904143,99.38082180579492
P20_C200_T15_S0,20,200,15,34.5,0,0.0,44.82345,60.14239214747279,2.016577988878923,95.5010647576683
P20_C200_T15_S1000,20,200,15,34.5,1000,4.0,44.82345,64.99677618375034,1.4158196684997753,96.84134160021199
P20_C200_T15_S2000,20,200,15,34.5,2000,8.0,44.82345,69.96857405360811,0.955130329650585,97.86912803532395
P20_C200_T15_S4000,20,200,15,34.5,4000,16.0,44.82345,80.23945173804358,0.4615235687220893,98.97035241882968
P20_C200_T15_S6000,20,200,15,34.5,6000,24.0,44.82345,90.78520522221137,0.26594594106741354,99.40668123255257
P20_C200_T15_S8000,20,200,15,34.5,8000,32.0,44.82345,101.44971374446257,0.18501848055233894,99.58722838034035
P20_C400_T0_S0,20,400,0,0.0,0,0.0,44.82345,0.0,44.82345,0.0
P20_C400_T0_S1000,20,400,0,0.0,1000,4.0,44.82345,0.0,39.45806373130009,11.970043066073465
P20_C400_T0_S2000,20,400,0,0.0,2000,8.0,44.82345,0.0,34.09487406296351,23.935185571473173
P20_C400_T0_S4000,20,400,0,0.0,4000,16.0,44.82345,0.0,23.908836749089552,46.659980994123494
P20_C400_T0_S6000,20,400,0,0.0,6000,24.0,44.82345,0.0,14.092365277144076,68.56028423259684
P20_C400_T0_S8000,20,400,0,0.0,8000,32.0,44.82345,1.0439553306873346,5.287621190091503,88.20344888648351
P20_C400_T5_S0,20,400,5,11.5,0,0.0,44.82345,0.05992784010163044,11.023354701706308,75.407170350104
P20_C400_T5_S1000,20,400,5,11.5,1000,4.0,44.82345,1.4505652979125991,7.1427680503103,84.06466246951027
P20_C400_T5_S2000,20,400,5,11.5,2000,8.0,44.82345,3.8225170377379913,4.22996558398046,90.56305218812818
P20_C400_T5_S4000,20,400,5,11.5,4000,16.0,44.82345,11.105093682865165,0.9822722455046005,97.80857509739968
P20_C400_T5_S6000,20,400,5,11.5,6000,24.0,44.82345,21.116529737483553,0.44575009129054594,99.00554265392212
P20_C400_T5_S8000,20,400,5,11.5,8000,32.0,44.82345,31.737602793063708,0.37155098396665265,99.17107901340336
P20_C400_T7_S0,20,400,7,16.099999999999998,0,0.0,44.82345,7.108904252717665,4.659302952551578,89.60521121745073
P20_C400_T7_S1000,20,400,7,16.099999999999998,1000,4.0,44.82345,10.550526893523164,2.7646260157687985,93.83218825019316
P20_C400_T7_S2000,20,400,7,16.099999999999998,2000,8.0,44.82345,14.648750456728981,1.5135331332341084,96.62334529529943
P20_C400_T7_S4000,20,400,7,16.099999999999998,4000,16.0,44.82345,24.393953427510947,0.5106465239275552,98.86076032985513
P20_C400_T7_S6000,20,400,7,16.099999999999998,6000,24.0,44.82345,34.97292017437579,0.34482654093819004,99.23070057985677
P20_C400_T7_S8000,20,400,7,16.099999999999998,8000,32.0,44.82345,45.65241466986584,0.27067821654849306,99.39612364387727
P20_C400_T10_S0,20,400,10,23.0,0,0.0,44.82345,24.667489790367352,1.6475383767534704,96.32438293626781
P20_C400_T10_S1000,20,400,10,23.0,1000,4.0,44.82345,29.502725799401397,0.9897835940637698,97.79181746593855
P20_C400_T10_S2000,20,400,10,23.0,2000,8.0,44.82345,34.61189987954873,0.6271730118221976,98.6007926390713
P20_C400_T10_S4000,20,400,10,23.0,4000,16.0,44.82345,45.08561996785275,0.3006770054042254,99.32919709347624
P20_C400_T10_S6000,20,400,10,23.0,6000,24.0,44.82345,55.75241348200311,0.21415585821827274,99.52222361683835
P20_C400_T10_S8000,20,400,10,23.0,8000,32.0,44.82345,66.42716203794714,0.14018444975535924,99.68725198583473
P20_C400_T12_S0,20,400,12,27.599999999999998,0,0.0,44.82345,38.03172356188913,1.1139244990604023,97.5148622003429
P20_C400_T12_S1000,20,400,12,27.599999999999998,1000,4.0,44.82345,43.10363045225787,0.6885300521072291,98.46390661114388
P20_C400_T12_S2000,20,400,12,27.599999999999998,2000,8.0,44.82345,48.352815005485425,0.46480180310783453,98.963038759605
P20_C400_T12_S4000,20,400,12,27.599999999999998,4000,16.0,44.82345,58.92734612276673,0.23676742527235314,99.47177777419553
P20_C400_T12_S6000,20,400,12,27.599999999999998,6000,24.0,44.82345,69.59503444610988,0.15159261382955502,99.66180065606383
P20_C400_T12_S8000,20,400,12,27.599999999999998,8000,32.0,44.82345,80.268761075273,0.07761312988227861,99.82684704126461
P20_C400_T15_S0,20,400,15,34.5,0,0.0,44.82345,58.468196030369675,0.7098472258787888,98.41634852765955
P20_C400_T15_S1000,20,400,15,34.5,1000,4.0,44.82345,63.69960905628826,0.44828064564983333,98.99989705020512
P20_C400_T15_S2000,20,400,15,34.5,2000,8.0,44.82345,68.96483630375522,0.2517003200878237,99.43846285797318
P20_C400_T15_S4000,20,400,15,34.5,4000,16.0,44.82345,79.66314922851775,0.1428951347822058,99.68120451508706
P20_C400_T15_S6000,20,400,15,34.5,6000,24.0,44.82345,90.33303514773111,0.05907613265572406,99.86820262015591
P20_C400_T15_S8000,20,400,15,34.5,8000,32.0,44.82345,101.05147061368793,0.026684459812821547,99.94046763510434
P20_C800_T0_S0,20,800,0,0.0,0,0.0,44.82345,0.0,44.82345,0.0
P20_C800_T0_S1000,20,800,0,0.0,1000,4.0,44.82345,0.0,39.45806373130009,11.970043066073465
P20_C800_T0_S2000,20,800,0,0.0,2000,8.0,44.82345,0.0,34.09487406296351,23.935185571473173
P20_C800_T0_S4000,20,800,0,0.0,4000,16.0,44.82345,0.0,23.908836749089552,46.659980994123494
P20_C800_T0_S6000,20,800,0,0.0,6000,24.0,44.82345,0.0,14.092365277144076,68.56028423259684
P20_C800_T0_S8000,20,800,0,0.0,8000,32.0,44.82345,0.5995099303764125,4.887538435264611,89.0960235428897
P20_C800_T5_S0,20,800,5,11.5,0,0.0,44.82345,0.0,10.96942749431186,75.5274806059956
P20_C800_T5_S1000,20,800,5,11.5,1000,4.0,44.82345,0.4911604169933246,6.279424321352291,85.99076081526012
P20_C800_T5_S2000,20,800,5,11.5,2000,8.0,44.82345,2.0447315116331897,2.6300543071107105,94.1324143788336
P20_C800_T5_S4000,20,800,5,11.5,4000,16.0,44.82345,10.235474329349953,0.19982112605077887,99.55420404709861
P20_C800_T5_S6000,20,800,5,11.5,6000,24.0,44.82345,20.671798929046556,0.0456944663500247,99.89805678422783
P20_C800_T5_S8000,20,800,5,11.5,8000,32.0,44.82345,31.108542910305392,0.030940419962567908,99.930972694064
P20_C800_T7_S0,20,800,7,16.099999999999998,0,0.0,44.82345,5.331090212856783,3.0591823645971137,93.17504037597037
