model_name,battery_power,battery_capacity,wind_turbines,wind_capacity,solar_panels,solar_capacity,total_demand_capacity,excess_capacity,shortcoming_capacity,demand_met_by_renewables_capacity
P20_C0_T12_S8000,20,0,12,27.599999999999998,8000,32.0,44.82345,88.05276239746445,6.809705859730731,84.8077159171578
P20_C0_T15_S0,20,0,15,34.5,0,0.0,44.82345,69.81141081399572,10.705590328827592,76.11609474766536
P20_C0_T15_S1000,20,0,15,34.5,1000,4.0,44.82345,73.60865771459595,9.13745096072792,79.614574601625
P20_C0_T15_S2000,20,0,15,34.5,2000,8.0,44.82345,77.7422391253027,7.9056461027347735,82.36270054461498
P20_C0_T15_S4000,20,0,15,34.5,4000,16.0,44.82345,87.38551183744049,6.818146277472757,84.78888555550107
P20_C0_T15_S6000,20,0,15,34.5,6000,24.0,44.82345,97.74326590648302,6.445127809115467,85.62108046320516
P20_C0_T15_S8000,20,0,15,34.5,8000,32.0,44.82345,108.26176387226482,6.232853237497494,86.09465974284109
P20_C5_T0_S0,20,5,0,0.0,0,0.0,44.82345,0.0,44.82345,0.0
P20_C5_T0_S1000,20,5,0,0.0,1000,4.0,44.82345,0.0,39.45806373130009,11.970043066073465
P20_C5_T0_S2000,20,5,0,0.0,2000,8.0,44.82345,0.0,34.09487406296351,23.935185571473173
P20_C5_T0_S4000,20,5,0,0.0,4000,16.0,44.82345,3.6308911386468226,27.176158606184497,39.37066734893344
P20_C5_T0_S6000,20,5,0,0.0,6000,24.0,44.82345,12.58431866728424,25.41815625878719,43.29272677853403
P20_C5_T0_S8000,20,5,0,0.0,8000,32.0,44.82345,22.411428507756582,24.51827019125308,45.30035017105315
P20_C5_T5_S0,20,5,5,11.5,0,0.0,44.82345,6.705087489966505,17.002997129447003,62.066737099783694
P20_C5_T5_S1000,20,5,5,11.5,1000,4.0,44.82345,9.043528561212224,13.975842099187629,68.82024453899103
P20_C5_T5_S2000,20,5,5,11.5,2000,8.0,44.82345,12.103658547388157,11.682277902073217,73.93712910971107
P20_C5_T5_S4000,20,5,5,11.5,4000,16.0,44.82345,20.752224613661554,9.638207341650254,78.49739959407351
P20_C5_T5_S6000,20,5,5,11.5,6000,24.0,44.82345,30.870306558625074,9.029950276398482,79.85440594956773
P20_C5_T5_S8000,20,5,5,11.5,8000,32.0,44.82345,41.30955300756803,8.735252743883903,80.51186880107643
P20_C5_T7_S0,20,5,7,16.099999999999998,0,0.0,44.82345,17.577257669105315,14.021939850697477,68.71740160407671
P20_C5_T7_S1000,20,5,7,16.099999999999998,1000,4.0,44.82345,20.55586661015811,11.628007100517646,74.05820591561417
P20_C5_T7_S2000,20,5,7,16.099999999999998,2000,8.0,44.82345,24.054429249552836,9.769448149777201,78.20460462151576
P20_C5_T7_S4000,20,5,7,16.099999999999998,4000,16.0,44.82345,33.06155129024323,8.072667966657342,81.99007892820089
P20_C5_T7_S6000,20,5,7,16.099999999999998,6000,24.0,44.82345,43.28004124613636,7.56332411842521,83.1264123613305
P20_C5_T7_S8000,20,5,7,16.099999999999998,8000,32.0,44.82345,53.763970870755536,7.313292547303194,83.68422656599795
P20_C5_T10_S0,20,5,10,23.0,0,0.0,44.82345,36.04349643077218,11.694129591268672,73.91068828644678
P20_C5_T10_S1000,20,5,10,23.0,1000,4.0,44.82345,39.474096701914306,9.756024987155076,78.23455136283557
P20_C5_T10_S2000,20,5,10,23.0,2000,8.0,44.82345,43.303565419593745,8.225803624519932,81.64843709147794
P20_C5_T10_S4000,20,5,10,23.0,4000,16.0,44.82345,52.60294991782488,6.8127650680823155,84.80089089955744
P20_C5_T10_S6000,20,5,10,23.0,6000,24.0,44.82345,62.88399137171709,6.365617591717375,85.79846577691505
P20_C5_T10_S8000,20,5,10,23.0,8000,32.0,44.82345,73.40145683332912,6.149824733650767,86.27989426594613
P20_C5_T12_S0,20,5,12,27.599999999999998,0,0.0,44.82345,48.91491273497375,10.708183438415093,76.11030958479303
P20_C5_T12_S1000,20,5,12,27.599999999999998,1000,4.0,44.82345,52.54365095280688,8.968050589717812,79.99250260808168
P20_C5_T12_S2000,20,5,12,27.599999999999998,2000,8.0,44.82345,56.510229779766874,7.573763644251819,83.10312203935257
P20_C5_T12_S4000,20,5,12,27.599999999999998,4000,16.0,44.82345,65.91370188851226,6.262136904717924,86.0293286109884
P20_C5_T12_S6000,20,5,12,27.599999999999998,6000,24.0,44.82345,76.23137020893358,5.85085818002283,86.94688119717954
P20_C5_T12_S8000,20,5,12,27.599999999999998,8000,32.0,44.82345,86.76612575780054,5.651566757446315,87.39149539482946
P20_C5_T15_S0,20,5,15,34.5,0,0.0,44.82345,68.65180785442435,9.661377699745643,78.445707102542
P20_C5_T15_S1000,20,5,15,34.5,1000,4.0,44.82345,72.46706637075202,8.109725725954707,81.90740399064617
