solar_W
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
22.36747416769028
84.18076871085145
317.61809340104054
432.8549590841726
439.1298658385232
438.75991494919924
746.9737739531253
767.034525741137
755.3239626129413
628.1491665538438
853.965165629325
1236.4885591919608
1913.620725986574
1606.9734472508248
680.9296444480167
941.5481640065614
1027.7445747986148
891.2989290393411
650.8731661240544
643.5304152154804
1222.5817480365936
1813.471356000327
1486.825571668471
796.765821372909
974.7284506065179
1137.498409543127
2133.5449543509785
2125.0469693143255
1364.2678792281008
1184.5936330328623
1868.3384611649922
1000.7997928069017
917.8473898338301
766.607694710935
785.6867657926307
751.6054425674951
741.3349742190005
664.8146266374767
697.6576186014978
988.1909527369119
908.8805652532265
700.9163447318663
401.4233918557982
400.55240511636646
287.85720783075243
345.5649470929697
286.885799279258
280.4709152509942
224.0724924391815
184.92101757295987
133.78623087066535
101.653857378263
76.3757708353023
46.23006274856046
34.83257036881023
18.721385451860375
14.491404085741074
1.6426248770062406
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
14.29945277474501
26.884988851706492
15.114939214991058
22.3000815391368
57.76078650950524
57.904596677008676
71.37599112053186
90.44846962525243
140.4602185056251
191.16234817946045
144.72116965195303
185.30338703751593
246.34819677508477
305.1263865591666
274.7152889202409
261.8551643464791
233.10110326445874
235.23433852100763
237.83641332150697
297.44358133127224
406.0423352634487
494.19060878736406
415.55220420790863
366.516310035595
429.02390528291903
408.8076913308896
278.2104279272515
255.22287859378054
226.1773642831631
184.9036928939323
261.8783150237638
353.2425395855813
372.90436380872757
529.1570238003433
580.3056089195624
508.4558721512847
327.02278774538604
396.0697594047827
311.1001811930728
387.2686691430183
325.48932367782794
232.88646122340884
220.19728370376896
