1462060809.948	  49.89612	56	3
1462060810.950	  49.90044	64	3
1462060811.952	  49.90530	63	3
1462060812.954	  49.89397	55	3
1462060813.956	  49.91760	64	3
1462060814.957	  49.95522	52	3
1462060815.958	  49.95073	70	3
1462060816.960	  49.90633	57	3
1462060817.962	  49.90103	71	3
1462060818.964	  49.87717	61	3
1462060819.967	  49.87894	61	3
1462060820.969	  49.87872	55	3
1462060821.971	  49.88025	69	3
1462060822.973	  49.91361	63	3
1462060823.975	  49.91146	60	3
1462060824.976	  49.91557	74	3
1462060825.978	  49.96430	62	3
1462060826.978	  49.96368	64	3
1462060827.979	  49.96621	70	3
1462060828.978	  50.00902	56	3
1462060829.979	  50.01196	68	3
1462060830.978	  50.02503	64	3
1462060831.977	  50.00799	72	3
1462060832.977	  50.00583	56	3
1462060833.977	  49.98725	60	3
1462060834.978	  49.97192	71	3
1462060835.978	  49.97098	63	3
1462060836.978	  49.97688	56	3
1462060837.978	  50.04027	58	3
1462060838.977	  50.05132	72	3
1462060839.975	  50.05392	60	3
1462060840.973	  50.10895	56	3
1462060841.970	  50.11039	55	3
1462060842.969	  50.12100	75	3
1462060843.966	  50.11815	62	3
1462060844.964	  50.08620	63	3
1462060845.963	  50.08815	63	3
1462060846.960	  50.08993	67	3
1462060847.958	  50.12157	62	3
1462060848.955	  50.12455	62	3
1462060849.952	  50.15161	66	3
1462060850.948	  50.15192	66	3
1462060851.946	  50.16900	68	3
1462060852.942	  50.16837	68	3
1462060853.938	  50.16576	62	3
1462060854.935	  50.16655	70	3
1462060855.932	  50.16667	54	3
1462060856.929	  50.17693	55	3
1462060857.925	  50.17646	71	3
1462060858.921	  50.17844	65	3
1462060859.917	  50.20133	68	3
1462060860.912	  50.21908	62	3
1462060861.908	  50.20534	65	3
1462060862.905	  50.14532	48	3
1462060863.903	  50.06510	41	3
1462060864.902	  50.00549	54	3
1462060865.902	  49.98756	59	3
1462060866.903	  49.98916	60	3
1462060867.903	  49.99587	58	3
1462060868.902	  50.02819	62	3
1462060869.901	  50.03151	58	3
1462060870.901	  49.96830	46	3
1462060871.904	  49.87642	45	3
1462060872.907	  49.78764	40	3
1462060873.912	  49.68483	40	3
1462060874.920	  49.61248	53	3
1462060875.929	  49.59802	63	3
1462060876.936	  49.64591	48	3
1462060877.941	  49.65389	31	3
1462060878.946	  49.81605	41	3
1462060879.949	  49.82591	49	3
1462060880.951	  49.87027	51	3
1462060881.954	  49.86396	61	3
1462060882.959	  49.73277	33	3
1462060883.966	  49.64228	42	3
1462060884.974	  49.59802	64	3
1462060885.982	  49.59984	60	3
1462060886.989	  49.66654	62	3
1462060887.994	  49.73413	54	3
1462060888.999	  49.81725	45	3
1462060890.001	  49.87901	55	3
1462060891.004	  49.88305	69	3
1462060892.005	  49.88131	57	3
1462060893.008	  49.87630	58	3
1462060894.011	  49.82604	58	3
1462060895.014	  49.82514	72	3
1462060896.017	  49.88255	54	3
1462060897.019	  49.92090	63	3
1462060898.020	  49.96864	50	3
1462060899.021	  49.96783	58	3
1462060900.021	  49.96936	66	3
1462060901.021	  49.98713	67	3
1462060902.022	  49.98744	73	3
1462060903.022	  49.98638	60	3
1462060904.022	  49.98772	62	3
1462060905.021	  50.00655	67	3
1462060906.022	  50.01368	67	3
1462060907.020	  50.05752	63	3
1462060908.019	  50.07003	60	3
1462060909.017	  50.11118	58	3
1462060910.015	  50.10804	71	3
1462060911.013	  50.08194	57	3
1462060912.012	  50.05408	55	3
1462060913.010	  50.05101	72	3
1462060914.010	  50.04898	61	3
1462060915.010	  49.95937	52	3
1462060916.011	  49.94116	60	3
1462060917.011	  49.97748	57	3
1462060918.011	  50.03267	57	3
1462060919.010	  50.03661	63	3
1462060920.010	  50.03564	66	3
1462060921.010	  50.00883	61	3
1462060922.009	  50.00590	61	3
1462060923.009	  49.98569	58	3
1462060924.010	  49.98450	64	3
1462060925.011	  49.96961	63	3
1462060926.011	  49.97363	66	3
1462060927.011	  49.99772	65	3
1462060928.010	  50.02250	66	3
1462060929.010	  50.02478	69	3
1462060930.009	  50.02372	62	3
