1458950435.781	  49.92478	66	11
1458950436.783	  49.93176	58	11
1458950437.783	  49.99642	63	11
1458950438.782	  50.01738	70	11
1458950439.782	  50.01641	71	11
1458950440.782	  49.99339	76	11
1458950441.782	  49.98705	64	11
1458950442.782	  49.99201	63	11
1458950443.783	  49.98986	68	11
1458950444.782	  50.02592	65	11
1458950445.782	  50.01213	70	11
1458950446.782	  50.02029	59	3
1458950447.780	  50.05168	71	3
1458950448.779	  50.06280	74	11
1458950449.778	  50.06239	77	11
1458950450.777	  50.01560	55	11
1458950451.777	  49.96819	54	11
1458950452.778	  49.95202	62	11
1458950453.779	  49.97059	63	11
1458950454.779	  49.99895	66	11
1458950455.779	  49.98929	66	11
1458950456.779	  49.99426	70	11
1458950457.779	  50.01250	70	11
1458950458.778	  50.03975	70	11
1458950459.778	  50.03412	73	11
1458950460.777	  50.00413	64	11
1458950461.777	  50.00291	68	11
1458950462.778	  49.98951	68	11
1458950463.778	  49.99229	64	11
1458950464.778	  49.98867	60	11
1458950465.778	  49.99120	61	11
1458950466.778	  50.02279	76	11
1458950467.777	  50.04492	68	11
1458950468.776	  50.06897	58	11
1458950469.774	  50.09148	57	11
1458950470.772	  50.09340	66	11
1458950471.770	  50.09239	66	11
1458950472.768	  50.09035	73	11
1458950473.767	  50.07925	70	11
1458950474.765	  50.07484	68	3
1458950475.763	  50.07568	70	3
1458950476.762	  50.07543	73	11
1458950477.761	  50.08612	69	11
1458950478.759	  50.08876	67	11
1458950479.756	  50.09553	65	11
1458950480.754	  50.11078	70	11
1458950481.752	  50.11326	65	11
1458950482.751	  50.09779	67	11
1458950483.748	  50.09462	65	11
1458950484.747	  50.05989	62	11
1458950485.746	  50.05644	65	11
1458950486.745	  50.01354	54	11
1458950487.745	  50.00978	72	11
1458950488.745	  50.04498	66	11
1458950489.743	  50.04914	64	11
1458950490.742	  50.06744	62	11
1458950491.740	  50.05318	74	11
1458950492.739	  50.07440	67	11
1458950493.738	  50.04614	62	11
1458950494.737	  50.04401	68	11
1458950495.736	  50.05074	67	11
1458950496.735	  50.02580	66	11
1458950497.735	  50.01935	62	11
1458950498.734	  50.05632	59	11
1458950499.733	  50.06032	75	3
1458950500.732	  50.05362	64	3
1458950501.731	  50.05437	76	11
1458950502.729	  50.06352	64	11
1458950503.727	  50.07415	69	11
1458950504.726	  50.07505	66	3
1458950505.725	  50.06136	59	3
1458950506.724	  50.06055	75	3
1458950507.722	  50.06540	66	11
1458950508.721	  50.05770	58	11
1458950509.721	  50.03540	54	11
1458950510.735	  50.05237	59	11
1458950511.747	  50.04085	69	11
1458950512.742	  50.02111	66	11
1458950513.743	  49.99370	65	11
1458950514.746	  49.99582	63	11
1458950515.744	  49.99242	63	11
1458950516.746	  49.98517	72	11
1458950517.747	  49.97618	55	11
1458950518.748	  49.97359	54	11
1458950519.749	  50.00850	66	11
1458950520.748	  50.00347	63	11
1458950521.748	  50.00685	73	11
1458950522.748	  49.98589	79	11
1458950523.748	  49.99036	69	11
1458950524.748	  49.98829	66	11
1458950525.748	  49.98683	69	11
1458950526.749	  49.99367	73	11
1458950527.750	  49.98764	65	11
1458950528.749	  49.97396	67	11
1458950529.752	  49.95751	66	11
1458950530.752	  49.95168	78	11
1458950531.754	  49.95960	69	11
1458950532.752	  49.96466	70	11
1458950533.741	  49.99064	69	11
1458950534.741	  50.01307	67	11
1458950535.752	  50.03759	56	11
1458950536.754	  50.04445	64	11
1458950537.749	  50.08386	63	11
1458950538.748	  50.07546	64	11
1458950539.745	  50.07443	69	11
1458950540.731	  50.05763	70	11
1458950541.743	  50.08671	65	11
1458950542.740	  50.08436	59	11
1458950543.740	  50.07988	73	11
1458950544.738	  50.07797	65	11
1458950545.738	  50.03935	65	11
1458950546.732	  50.06910	61	11
1458950547.735	  50.06365	71	11
1458950548.734	  50.05202	62	11
1458950549.738	  50.04971	72	11
1458950550.733	  50.06233	73	11
1458950551.730	  50.06734	71	11
1458950552.729	  50.08421	65	11
1458950553.728	  50.07681	55	11
1458950554.727	  50.03907	61	11
1458950555.726	  50.03368	62	11
1458950556.727	  49.95458	51	11
1458950557.728	  49.94912	67	11
1458950558.730	  49.96588	65	11
1458950559.729	  49.96600	71	11
1458950560.731	  50.00407	62	11
1458950561.731	  50.04053	54	11
1458950562.732	  50.07631	61	11
1458950563.730	  50.10805	65	11
1458950564.722	  50.08483	60	11
1458950565.726	  50.08032	67	11
1458950566.725	  50.05607	65	11
1458950567.723	  50.06239	71	11
1458950568.714	  50.06127	64	11
1458950569.715	  50.03205	65	11
1458950570.714	  50.03672	73	11
1458950571.713	  50.03603	64	11
1458950572.716	  50.03143	65	11
1458950573.710	  50.05049	67	11
1458950574.717	  50.08117	67	11
1458950575.712	  50.10827	58	11
1458950576.709	  50.10397	72	11
1458950577.705	  50.10215	73	11
1458950578.704	  50.10450	67	11
1458950579.705	  50.08581	63	11
1458950580.703	  50.10498	67	11
1458950581.699	  50.09506	57	11
1458950582.697	  50.09223	60	11
1458950583.693	  50.08518	73	11
1458950584.692	  50.08543	74	11
1458950585.694	  50.08675	67	11
1458950586.694	  50.10319	66	11
1458950587.687	  50.10347	61	11
1458950588.686	  50.08835	70	11
